"driverId","raceId","qualifyId","constructorId","number.x","position","q1","q2","q3","year","round","circuitId","name","date","time","url.x","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","driverRef","number.y","code","forename","surname","dob","nationality","url.y"
1,35,352,1,22,4,"1:12.213","1:11.856","1:12.830",2008,18,18,"Brazilian Grand Prix","2008-11-02","17:00:00","http://en.wikipedia.org/wiki/2008_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,911,6127,131,44,2,"2:07.280","2:06.609","2:05.819",2014,12,13,"Belgian Grand Prix","2014-08-24","12:00:00","http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1075,9228,131,44,16,"1:30.343","\N","\N",2022,2,77,"Saudi Arabian Grand Prix","2022-03-27","17:00:00","http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix","2022-03-25","14:00:00","2022-03-25","17:00:00","2022-03-26","14:00:00","2022-03-26","17:00:00","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,976,7280,131,44,1,"1:41.983","1:41.275","1:40.593",2017,8,73,"Azerbaijan Grand Prix","2017-06-25","13:00:00","http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,960,6965,131,44,21,"1:50.033","\N","\N",2016,13,13,"Belgian Grand Prix","2016-08-28","12:00:00","http://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1094,9575,131,44,3,"1:19.169","1:18.552","1:18.084",2022,20,32,"Mexico City Grand Prix","2022-10-30","20:00:00","http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix","2022-10-28","18:00:00","2022-10-28","21:00:00","2022-10-29","17:00:00","2022-10-29","20:00:00","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,351,3664,1,2,3,"1:48.296","1:46.042","1:45.571",2010,15,15,"Singapore Grand Prix","2010-09-26","12:00:00","http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1036,8478,131,44,1,"1:16.872","1:16.013","1:15.584",2020,6,4,"Spanish Grand Prix","2020-08-16","13:10:00","http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,855,4849,1,3,3,"1:32.843","1:31.139","1:30.617",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00","http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,877,5370,1,4,1,"1:41.497","1:40.901","1:40.630",2012,18,24,"Abu Dhabi Grand Prix","2012-11-04","13:00:00","http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1022,8200,131,44,3,"1:45.260","1:43.592","1:43.282",2019,13,13,"Belgian Grand Prix","2019-09-01","13:10:00","http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1055,8795,131,44,1,"1:18.245","1:17.166","1:16.741",2021,4,4,"Spanish Grand Prix","2021-05-09","13:00:00","http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix","2021-05-07","\N","2021-05-07","\N","2021-05-08","\N","2021-05-08","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,9,3150,1,1,5,"1:31.473","1:39.149","1:32.616",2009,9,20,"German Grand Prix","2009-07-12","12:00:00","http://en.wikipedia.org/wiki/2009_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,951,6758,131,44,10,"1:36.006","1:35.820","\N",2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","http://en.wikipedia.org/wiki/2016_Russian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,990,7563,131,44,4,"1:29.396","1:28.458","1:28.220",2018,2,3,"Bahrain Grand Prix","2018-04-08","15:10:00","http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,886,5575,131,10,2,"1:23.801","1:27.649","1:25.512",2013,7,7,"Canadian Grand Prix","2013-06-09","18:00:00","http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1126,10179,131,44,8,"1:28.167","1:27.697","1:28.107",2024,6,79,"Miami Grand Prix","2024-05-05","20:00:00","https://en.wikipedia.org/wiki/2024_Miami_Grand_Prix","2024-05-03","16:30:00","2024-05-03","20:30:00","\N","\N","2024-05-04","20:00:00","2024-05-04","16:00:00","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,865,5089,1,4,4,"1:16.063","1:15.166","1:14.583",2012,6,6,"Monaco Grand Prix","2012-05-27","12:00:00","http://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,945,6664,131,44,2,"1:40.974","1:40.758","1:40.614",2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","http://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1028,8322,131,44,5,"1:33.454","1:33.045","1:32.321",2019,19,69,"United States Grand Prix","2019-11-03","19:10:00","http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1031,8379,131,44,2,"1:04.198","1:03.096","1:02.951",2020,1,70,"Austrian Grand Prix","2020-07-05","13:10:00","http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,975,7260,131,44,1,"1:12.692","1:12.496","1:11.459",2017,7,7,"Canadian Grand Prix","2017-06-11","18:00:00","http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,43,524,1,2,2,"1:14.805","1:14.795","1:15.104",2007,8,8,"French Grand Prix","2007-07-01","12:00:00","http://en.wikipedia.org/wiki/2007_French_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1039,8538,131,44,1,"1:15.778","1:15.309","1:15.144",2020,9,76,"Tuscan Grand Prix","2020-09-13","13:10:00","http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,992,7601,131,44,2,"1:42.693","1:42.676","1:41.677",2018,4,73,"Azerbaijan Grand Prix","2018-04-29","12:10:00","http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1083,9377,131,44,5,"1:40.428","1:41.062","1:41.995",2022,10,9,"British Grand Prix","2022-07-03","14:00:00","http://en.wikipedia.org/wiki/2022_British_Grand_Prix","2022-07-01","12:00:00","2022-07-01","15:00:00","2022-07-02","11:00:00","2022-07-02","14:00:00","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,27,189,1,22,1,"1:15.218","1:14.603","1:15.666",2008,10,10,"German Grand Prix","2008-07-20","12:00:00","http://en.wikipedia.org/wiki/2008_German_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,866,5110,1,4,2,"1:14.891","1:14.371","1:14.087",2012,7,7,"Canadian Grand Prix","2012-06-10","18:00:00","http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,967,7096,131,44,1,"1:11.511","1:11.238","1:10.736",2016,20,18,"Brazilian Grand Prix","2016-11-13","16:00:00","http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1070,9077,131,44,2,"1:17.207","1:16.474","1:16.020",2021,18,32,"Mexico City Grand Prix","2021-11-07","19:00:00","http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix","2021-11-05","\N","2021-11-05","\N","2021-11-06","\N","2021-11-06","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,998,7720,131,44,1,"1:26.818","1:26.256","1:25.892",2018,10,9,"British Grand Prix","2018-07-08","13:10:00","http://en.wikipedia.org/wiki/2018_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1108,9819,131,44,7,"1:29.415","1:28.545","1:27.211",2023,10,9,"British Grand Prix","2023-07-09","14:00:00","https://en.wikipedia.org/wiki/2023_British_Grand_Prix","2023-07-07","11:30:00","2023-07-07","15:00:00","2023-07-08","10:30:00","2023-07-08","14:00:00","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1092,9538,131,44,6,"1:30.906","1:30.443","1:30.261",2022,18,22,"Japanese Grand Prix","2022-10-09","05:00:00","http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix","2022-10-07","03:00:00","2022-10-07","06:00:00","2022-10-08","03:00:00","2022-10-08","06:00:00","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,856,4871,1,3,1,"1:37.525","1:36.526","1:35.820",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00","http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,51,699,1,2,1,"1:35.798","1:35.898","1:35.908",2007,16,17,"Chinese Grand Prix","2007-10-07","06:00:00","http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,908,6065,131,44,6,"1:41.058","1:34.870","1:39.232",2014,9,9,"British Grand Prix","2014-07-06","12:00:00","http://en.wikipedia.org/wiki/2014_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,916,6236,131,44,2,"1:37.196","1:37.287","1:36.443",2014,17,69,"United States Grand Prix","2014-11-02","20:00:00","http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1118,10017,131,44,5,"1:10.604","1:10.266","1:11.469",2023,20,18,"São Paulo Grand Prix","2023-11-05","17:00:00","https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix","2023-11-03","14:30:00","2023-11-04","14:30:00","\N","\N","2023-11-03","18:00:00","2023-11-04","18:30:00","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,873,5275,1,4,1,"1:48.285","1:46.665","1:46.362",2012,14,15,"Singapore Grand Prix","2012-09-23","12:00:00","http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1024,8239,131,44,2,"1:37.565","1:36.933","1:36.408",2019,15,15,"Singapore Grand Prix","2019-09-22","12:10:00","http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,904,5972,131,44,1,"1:27.238","1:26.210","1:25.232",2014,5,4,"Spanish Grand Prix","2014-05-11","12:00:00","http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,849,4737,1,3,10,"1:33.581","1:32.505","1:32.376",2011,9,9,"British Grand Prix","2011-07-10","12:00:00","http://en.wikipedia.org/wiki/2011_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,962,6989,131,44,3,"1:45.167","1:43.471","1:43.288",2016,15,15,"Singapore Grand Prix","2016-09-18","12:00:00","http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1124,10138,131,44,7,"1:29.661","1:28.887","1:28.766",2024,4,22,"Japanese Grand Prix","2024-04-07","05:00:00","https://en.wikipedia.org/wiki/2024_Japanese_Grand_Prix","2024-04-05","02:30:00","2024-04-05","06:00:00","2024-04-06","02:30:00","2024-04-06","06:00:00","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1060,8897,131,44,4,"1:04.506","1:04.258","1:04.014",2021,9,70,"Austrian Grand Prix","2021-07-04","13:00:00","http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,910,6124,131,44,21,"\N","\N","\N",2014,11,11,"Hungarian Grand Prix","2014-07-27","12:00:00","http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1,3000,1,1,15,"1:26.454","\N","\N",2009,1,1,"Australian Grand Prix","2009-03-29","06:00:00","http://en.wikipedia.org/wiki/2009_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,872,5252,1,4,1,"1:24.211","1:24.394","1:24.010",2012,13,14,"Italian Grand Prix","2012-09-09","12:00:00","http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,851,4777,1,3,2,"1:21.636","1:21.105","1:19.978",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00","http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,912,6148,131,44,1,"1:25.363","1:24.560","1:24.109",2014,13,14,"Italian Grand Prix","2014-09-07","12:00:00","http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,937,6504,131,44,1,"1:48.908","1:48.024","1:47.197",2015,11,13,"Belgian Grand Prix","2015-08-23","12:00:00","http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,982,7404,131,44,5,"1:42.455","1:40.577","1:40.126",2017,14,15,"Singapore Grand Prix","2017-09-17","12:00:00","http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,348,3594,1,2,5,"1:21.455","1:20.877","1:20.499",2010,12,11,"Hungarian Grand Prix","2010-08-01","12:00:00","http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,22,91,1,22,3,"1:26.192","1:26.477","1:27.923",2008,5,5,"Turkish Grand Prix","2008-05-11","12:00:00","http://en.wikipedia.org/wiki/2008_Turkish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1131,10276,131,44,5,"1:05.541","1:05.053","1:04.903",2024,11,70,"Austrian Grand Prix","2024-06-30","13:00:00","https://en.wikipedia.org/wiki/2024_Austrian_Grand_Prix","2024-06-28","10:30:00","2024-06-28","14:30:00","\N","\N","2024-06-29","14:00:00","2024-06-29","10:00:00","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,44,545,1,2,1,"1:19.885","1:19.400","1:19.997",2007,9,9,"British Grand Prix","2007-07-08","12:00:00","http://en.wikipedia.org/wiki/2007_British_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,860,4966,1,4,1,"1:26.800","1:25.626","1:24.922",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00","http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1002,7802,131,44,3,"1:20.810","1:19.798","1:19.294",2018,14,14,"Italian Grand Prix","2018-09-02","13:10:00","http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,930,6386,131,44,2,"1:26.382","1:25.740","1:24.948",2015,5,4,"Spanish Grand Prix","2015-05-10","12:00:00","http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1005,7860,131,44,1,"1:28.702","1:28.017","1:27.760",2018,17,22,"Japanese Grand Prix","2018-10-07","05:10:00","http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,42,501,1,2,1,"1:12.563","1:12.065","1:12.331",2007,7,19,"United States Grand Prix","2007-06-17","17:00:00","http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
1,1074,9180,131,44,5,"1:32.285","1:31.048","1:31.238",2022,1,3,"Bahrain Grand Prix","2022-03-20","15:00:00","http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix","2022-03-18","12:00:00","2022-03-18","15:00:00","2022-03-19","12:00:00","2022-03-19","15:00:00","\N","\N","hamilton","44","HAM","Lewis","Hamilton","1985-01-07","British","http://en.wikipedia.org/wiki/Lewis_Hamilton"
